Date,Country,Local,Industry,Accident_level,Pot_acc_level,Gender,Emp_type,Critical_risk,Description,Day,Month,Year,Weekday
2017-03-01,country_01,local_06,metals,1,1,male,third party (remote),others,"when carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",1,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA17C8>
2017-03-02,country_03,local_10,others,1,1,male,third party,venomous animals,"on 02/03/17 during the soil sampling in the region of sta. the employees rafael and danillo da silva were attacked by a bee test. they rushed away from the place, but the employee rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. the employee took 4 bites, one in his hand over his glove and the other in the head, and the employee danillo took 2 bites in the left arm over his uniform. at first no one sketched allergy, just swelling at the sting site. the activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1748>
2017-03-02,country_03,local_10,others,1,1,male,third party,venomous animals,"on 02/03/17 during the soil sampling in the region of sta. the employees rafael and danillo da silva were attacked by a bee test. they rushed away from the place, but the employee rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. the employee took 4 bites, one in his hand over his glove and the other in the head, and the employee danillo took 2 bites in the left arm over his uniform. at first no one sketched allergy, just swelling at the sting site. the activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA16C8>
2017-03-02,country_03,local_10,others,1,1,male,third party,venomous animals,"on 02/03/17 during the soil sampling in the region of sta. the employees rafael and danillo da silva were attacked by a bee test. they rushed away from the place, but the employee rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. the employee took 4 bites, one in his hand over his glove and the other in the head, and the employee danillo took 2 bites in the left arm over his uniform. at first no one sketched allergy, just swelling at the sting site. the activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1648>
2017-03-04,country_02,local_02,mining,1,5,male,employee,vehicles and mobile equipment,"the employee, who was hitchhiking, on the cep 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the cep-403 on the right.",4,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA15C8>
2017-03-06,country_01,local_04,mining,1,3,male,third party (remote),fall,"being 5:40 pm approx. when the collaborator mr. duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",6,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1548>
2017-03-08,country_03,local_10,others,1,1,male,third party,others,"on 08/03/2017 at 3:30 pm, when performing mag activity, the employee murilo da silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. as he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. no serious injury was found, only a small swelling, then released to normal activities.",8,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA14C8>
2017-03-09,country_01,local_03,mining,1,5,male,third party,vehicles and mobile equipment,"at level 3970 (before -100) when the f6m 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. when this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",9,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1448>
2017-03-08,country_01,local_01,mining,5,5,male,third party,vehicles and mobile equipment,"when the scoop was heading from rpa 910 to the cut-off point of the cro 861 south to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the scoop found accumulating dismount-; the operator stops the scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of cro 861 south, where he can not find it; then he returns to his scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center.",8,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA13C8>
2017-03-09,country_02,local_05,metals,1,3,male,third party,machine protection,"employee was performing maintenance on filter press, in the filtration area (grs). when he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",9,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1348>
2017-03-10,country_01,local_03,mining,2,4,male,third party,individual protection equipment,"in the nv. 2930 - chamber of accumulation of aggregates: when the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",10,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA12C8>
2017-03-15,country_03,local_10,others,1,1,male,third party,venomous animals,"team of the vms project performed soil collection on the xixás target with 3 members. when the teams were moving from one collection point to another, mr. fabio was ahead of the team, stinging behind robson and manoel da silva. near the collection point were surprised by a swarm of bees that was inside a i play near the ground, with no visibility in the woods and no hissing noise. fabio passed by the stump, but robson and manoel da silva were attacked by the bees. robson had a sting in his left arm over his uniform and manoel da silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",15,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1248>
2017-03-15,country_03,local_10,others,1,1,male,third party,venomous animals,"team of the vms project performed soil collection on the xixás target with 3 members. when the teams were moving from one collection point to another, mr. fabio was ahead of the team, stinging behind robson and manoel da silva. near the collection point were surprised by a swarm of bees that was inside a i play near the ground, with no visibility in the woods and no hissing noise. fabio passed by the stump, but robson and manoel da silva were attacked by the bees. robson had a sting in his left arm over his uniform and manoel da silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",15,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA11C8>
2017-03-15,country_02,local_08,metals,2,4,female,employee,chemical substances,"during the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",15,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1148>
2017-03-18,country_01,local_03,mining,5,5,male,third party (remote),power lock,"during the activity of changing conveyor belt 11b feeding the primary mill no. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. at the time of the accident the mechanic was alone in the work area.",18,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA10C8>
2017-03-22,country_01,local_06,metals,5,5,male,third party (remote),power lock,"being approximately 20:57 hours of 03/22/2017; during the change of cables between the z-332 power cell (locked cabinet) and the z014 transformer; there is a loud noise followed by an oscillation of the electrical system. at that moment the collaborator queneche of the company eissa is found on the floor with his head inside an adjoining cell z-132 (cabinet not blocked - where he was not assigned to do any work), after having received an electric shock .",22,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7AA1048>
2017-03-25,country_01,local_03,mining,2,5,male,third party,vehicles and mobile equipment,"when the mixer 01 of the e.c.m incimmet s.a, moved by the positive south ramp, with direction to surface (unicon concrete plant), at the height of the 3630 (before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. at 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. in the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",25,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90F48>
2017-03-25,country_03,local_10,others,1,1,male,employee,others,"the technician was doing the magnetometric survey when he stepped on a thorn. his reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",25,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90EC8>
2017-03-31,country_02,local_05,metals,1,4,male,third party,fall prevention,"employee reports that he assisted the maintenance activity in tower 09, in electrolysis, when he stepped on the grp grid (polymer with glass the floor moving, causing it to fall. the event took place in 3 stages: 1) displacement and fall of the floor in the span when receiving the effort; 2) employee fall to about 1.60m below the grp floor, on the side of the gutter below the floor, supporting the structure; 3) employee fall to the lower level, about 2.35m below the grp floor.",31,3,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90E48>
2017-04-04,country_02,local_05,metals,1,3,male,employee,chemical substances,"employee reports that he was supervising an activity in the ustulation, near the ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",4,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90DC8>
2017-04-05,country_02,local_05,metals,1,4,male,employee,suspended loads,employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,5,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90D48>
2017-04-07,country_02,local_02,mining,1,3,male,third party (remote),others,"employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",7,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90CC8>
2017-04-04,country_03,local_10,others,1,1,male,third party,venomous animals,"on 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . after the sting the team decided to leave the workplace due to the presence of other bees. the collaborator had no reaction and continued to work normally.",4,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90C48>
2017-04-06,country_01,local_06,metals,1,2,male,third party,others,"the industrial cleaning worker cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. in that at the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",6,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90BC8>
2017-04-07,country_01,local_03,mining,1,4,male,third party,fall prevention,"at level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter hdpe pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). at that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",7,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90B48>
2017-04-10,country_02,local_02,mining,1,2,male,third party,chemical substances,"employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",10,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90AC8>
2017-04-08,country_03,local_10,others,1,1,male,third party,venomous animals,"during the execution of the soil sampling task at the potions area, around 1:15 pm, luis - wca, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the epis needed for activity. the employee was evaluated by the technician who found it to be a mild and localized swelling wound. the employee reported that he did not feel any pain and that he could continue the activity.",8,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90A48>
2017-04-11,country_01,local_03,mining,1,4,male,third party (remote),electrical shock,"in the tower n ° 6 of the old 50 kv lt (disabled and de-energized and 90% dismantled) located in the city of pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. during the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",11,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A909C8>
2017-04-11,country_01,local_03,mining,1,4,male,third party (remote),electrical shock,"in tower n ° 6 of the old 50 kv lt (disabled and de-energized and 90% disassembled) located in the city of pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. during the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",11,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90948>
2017-04-11,country_02,local_07,mining,1,2,male,third party (remote),others,"at the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",11,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A908C8>
2017-04-13,country_01,local_01,mining,1,2,male,employee,others,"during the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. when the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",13,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90848>
2017-04-12,country_03,local_10,others,1,1,male,third party,venomous animals,"during the execution of the service of opening of pricked for the future works of ip, around 15:30, the employee pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. the beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. the employee used all the ppe's required for the activity to be developed. the bite occurred over the collar of the shirt and over the face shield. the technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",12,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A907C8>
2017-04-23,country_01,local_04,mining,1,3,male,third party,others,"in moments that mr. william carried out the inspection of the cut of the block 781 level 1850 ob6a, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which mr. william goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",23,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90748>
2017-04-19,country_03,local_10,others,1,4,male,third party,others,"on 04/19/2017, the employee de lima da silva was composing the team of opening of bite to survey of ip. the team consisted of one mining technician and three assistants. when was moving in the bite he touched his left foot on a stump of tucum that was on the ground covered with dry leaves of vegetation near drainage. when he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. after removal of the spine the foot was washed and it was verified that there was no other injury. after the event the technician waxed the activity and returned to the city of porangatu / go. it was not necessary to take the employee to the health unit.",19,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A906C8>
2017-04-23,country_01,local_06,metals,1,2,male,third party,projection,"approx. 10:00 pm. mr. victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",23,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90648>
2017-04-25,country_03,local_10,others,1,1,male,third party,venomous animals,"during the execution of the soil sampling task, in the potions area, around 3:00 pm pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. he was using at the time of the incident all the ppe needed for the activity. the employee was evaluated by the team who found it to be a mild injury with localized swelling. the employee reported that he did not feel any pain and that he could continue the activity.",25,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A905C8>
2017-04-25,country_02,local_07,mining,4,5,male,employee,remains of choco,"activity: front sanitation (slaughter of choco with scaller) local: underground mine, level 350 - front 45 upper jka the operator performed front sanitation when a rock block from the roof hit the equipment. the accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the municipal of paracatu.",25,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90548>
2017-04-25,country_01,local_01,mining,4,4,male,employee,pressed,"performing the cleaning of material (mineral) that accumulates between the steel plate and the concrete base on which it rests; as shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. in the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. at the time of the accident, the accident victim used all his epps, including his gloves.",25,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A904C8>
2017-04-24,country_01,local_03,mining,1,5,male,employee,others,"in circumstances that mr. efraín osorio felix - mina 2nd. he entered the interior of pocket 2 at level 2865 (before -1205). it activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",24,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90448>
2017-04-28,country_02,local_05,metals,1,2,male,employee,others,"the employee reports that he performed his routine activities in the foundry area when it was necessary to fit the last zamac ingots of one of the packages. at this point, the ingot slipped and hit the back of his right foot, causing pain. the safety footwear worn by the employee has a steel toe and a metatarsal protector.",28,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A903C8>
2017-04-29,country_02,local_02,mining,2,3,male,employee,manual tools,the employee used a lever to remove the sealing ring from the front tire of the wheel loader (lhd 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.,29,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90348>
2017-04-30,country_02,local_05,metals,1,2,male,employee,others,"the employee reports that he performed his routine activities in the area of ​​electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and caused a cut in the same and superficially in the left hand.",30,4,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A902C8>
2017-05-05,country_02,local_02,mining,1,2,male,third party (remote),others,"employee was engaged in adjusting metallic shapes using a tether, and striking the shape, the tether cable hit the lifeline, projecting its hand into the metal structure of the shape, causing a superficial injury to the ring finger of the right hand.",5,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90248>
2017-05-06,country_01,local_01,mining,3,4,male,third party,manual tools,"in circumstances that the staff was performing the rhyming of caving hw, the 1.5 m hw pipe was suspended approximately 5 cm from the floor, the assistant placed the stilson key no. 36 on the hw pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. at the time of the event the collaborator used all his epps.",6,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A901C8>
2017-05-06,country_02,local_07,mining,4,5,male,employee,projection,"the employees márcio and sérgio performed the pump pipe clearing activity fz1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.",6,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90148>
2017-05-06,country_02,local_07,mining,2,5,male,employee,projection,"the employees márcio and sérgio performed the pump pipe clearing activity fz1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries.",6,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A900C8>
2017-05-10,country_01,local_04,mining,5,5,male,third party,fall,"when performing shotcrete casting for resane on cruise 791 nv. 1940 at 02:50 p.m. approximately, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). when restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help immediately. the emergency response brigade and the medical service are activated, who verify the death of the collaborator. the accident investigation begins.",10,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A90048>
2017-05-16,country_02,local_05,metals,1,3,female,third party (remote),cut,"the maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand.",16,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EF48>
2017-05-16,country_01,local_03,mining,4,4,male,employee,others,"in the area of ​​machine tools of the maestranza the mechanic (injured) was operating the bench drill drilling a metal jacket of 25 ""x 26"" x 3/4 ""(lining) to install in the skip; this moment he was accompanied by the mechanic albino who manipulated the jacket and directed the maneuvers on the right side of the drill. mr. albino tells him to stop the drill to verify the depth of the drill, luis lifts the chuck and albino pulls the iron and verifies that everything is fine and communicates that they will restart with the drilling of the other holes. that moment, the victim without apparent reason crosses his left arm with the drill on and is caught by the drill in his work clothes causing the injury described.",16,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EEC8>
2017-05-16,country_02,local_12,others,1,1,male,employee,others,"the employee, as he passed the corner of the front door for not seeing the virdro, had a slight swelling in the frontal region due to the closing of the glass door.",16,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EE48>
2017-05-17,country_02,local_07,mining,1,1,male,employee,cut,"activity: maintenance on scaller 07 - breaker arm extension cylinder local: underground mine (level 316) during the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment.",17,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EDC8>
2017-05-18,country_01,local_06,metals,4,4,male,third party,pressed,"being 10:20 hours on 05/18/2017; at the end of the concentrate truck cleaning, the driver is instructed to close the gate; at that moment, mr. carlos who was in the back of the vehicle, reported having an injury to his left hand. he is transferred to the medical center for his attention and later evacuation to the clinic.",18,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9ED48>
2017-05-19,country_01,local_06,metals,1,2,male,employee,projection,"at 04:00 h on 05/19/17, the mechanic on duty of section 40 antonio is observed in the activity of withdrawal check out of pom d071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. the mechanic is referred to the medical center for evaluation.",19,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9ECC8>
2017-05-23,country_01,local_04,mining,1,4,male,third party,projection of fragments,"in moments when the 02 collaborators carried out the inspection of the conveyor belt no. 3 from the tail pulley when they were at the height of the load polymer no. 372, the maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.",23,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EC48>
2017-05-23,country_01,local_04,mining,1,4,male,third party,projection of fragments,"in moments when the 02 collaborators carried out the inspection of the conveyor belt no. 3 from the tail pulley when they were at the height of the load polymer no. 372, the maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.",23,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EBC8>
2017-05-23,country_01,local_03,mining,1,4,male,third party,others,"in circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. after the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event.",23,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EB48>
2017-05-30,country_02,local_12,others,1,2,female,employee,others,"upon entering the building, the maid slipped and fell just behind the automatic door, in front of the entry mat. the floor was wet and slippery.",30,5,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EAC8>
2017-06-04,country_02,local_05,metals,1,4,male,employee,others,employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face.,4,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9EA48>
2017-06-09,country_01,local_03,mining,1,4,male,third party,projection,"at level 2930 in the guide wire chamber, during the preparation activity of mix for the shocrete the worker performs the emptying of a bag of cement towards a bucket to complete the dosage, at that moment the dust generated by the cement enters by the lower part of the lenses to the left eye causing irritation.",9,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E9C8>
2017-06-09,country_01,local_06,metals,1,3,male,third party,fall,"mr. emerson was moving trays; when climbing the staircase that gives access to the former dining room and finding himself on the last step, he slips and falls to the floor; supporting the body forward, suffering blows to the right knee with the floor, as well as in the nose with the metal trays it was carrying, causing a cut in the nose and ematoma in the knee.",9,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E948>
2017-06-11,country_01,local_04,mining,1,2,male,third party,others,"in circumstances that the worker prepared food in the electric pot, by not ensuring the lid falls on his head causing the injury described.",11,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E8C8>
2017-06-11,country_01,local_04,mining,1,2,male,employee,pressed,"in circumstances where the worker and two partners were placing a killer bomb in the basket of a manitou team, the bomb hits the index finger of the right hand against the basket.",11,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E848>
2017-06-11,country_01,local_06,metals,1,2,male,third party,cut,"approx. 18:40 hours, mr. luis maintenance team of mobile equipment, adjusted a bolt of the front loader j005a, at which time his face is impacted by the key used for this activity, producing a slight cut in the surface of the face. he is transferred to the medical service, attended and registered.",11,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E7C8>
2017-06-11,country_01,local_01,mining,1,4,male,third party,others,"in circumstances that the driver of the plate truck w5k-915 of the e.e. impromec, went from the garit plant chicrin to nv.3420, after entering an internal mine in the area of ​​santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. the collaborator at the time of the event used their corresponding epps.",11,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E748>
2017-06-14,country_02,local_02,mining,3,4,male,third party (remote),pressed,"the employee performed insertion and adjustment of the joint in the blind flange of a 54 ""tubing, when one of the wedges shifted, causing movement in the flange, causing the 3rd and 4th fingers of the left hand to be pressed.",14,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E6C8>
2017-06-15,country_01,local_03,mining,1,4,male,employee,projection,"the convoy of the locomotive 15 operated by mr. tito is located in hopper op2 positioning the 1st car under the hopper, the assistant does not observe anything out of the ordinary (dry load there is no presence of water) and initiates the chute, for this, the hydraulic module of the hopper is switched on and with the controls it slightly moves the hopper handle and an untimely flow of water and mud splashes the operator generating the described injury, in addition the collaborator was 7 meters from the line of fire",15,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E648>
2017-06-17,country_01,local_03,mining,2,4,male,third party,projection,"when the master additive was taken from the afo-755 license plate towards the launching team no. 26, the collaborator bonifacio (robot assistant) at the moment he received the bucket emptiness of the operator enoc feels that he drops a drop of additive in the right eye, feeling a burning sensation, so he immediately goes to wash the affected eye in the team's eyes, then the collaborator is evacuated to natclar. at the time of the accident, the employee had glasses, but he was not using them correctly.",17,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E5C8>
2017-06-18,country_01,local_04,mining,4,4,male,third party,remains of choco,"being 9:40 a.m. the driver of the aeq-819 plate dump truck (35 ton) was heading to the loading area nv.1850, ob5, tj 007, bp.105, parking and proceeding with the ore loading with the scoop (11 ydrs) , at that moment, lift the first scoop towards the hopper and a large bank falls, causing the tipper to shake violently and the operator to be hit with the gear lever, communicate with the supervisor and evacuated to the medical center .",18,6,2017,<built-in method day_name of Timestamp object at 0x000001B2C7A9E548>
